serial,transmitter,EDE_survival_time,total_length_mm,weight_g,group,max_temp
1392804,A69-9007-6754,23.4120833333333,345,NA,1,29.3355
1392820,A69-9007-6786,41.1375,380,NA,4,22.7205
1392835,A69-9007-6816,7.39027777777778,385,662,2,26.5005
1392840,A69-9007-6826,NaN,360,583,3,28.705499999999997
